title,author,year,url,text
Пісьмо з астрога,Якуб Колас,1909,https://knihi.com/Jakub_Kolas/Pismo_z_astroha.html,"– Напішы мне, калі ласка,


Пісямко дахаты!


Піша з дому мне Параска,


Што сын здан ў салдаты...


 


Охо-хо! — Пракоп ўздыхае,


Джургае чупрыну,


А ў руках пісьмо трымае


І канверцік сіні.


 


Просіць шчыра грамацея,


Нават шапку скінуў.


Сам Пракоп пісаць не ўмее —


Дзе? У бядоце гінуў!


 


Гадаваўся на мякіне,


Жыў з худобай змалку,


Смак жыцця пазнаў на спіне,


Высах сам у палку.


 


А нарэшце вось папаўся


Ў спісак арыштанскі.


А за што? Нібы збіраўся


Падпаліць лес панскі!


 


– Што ж табе пісаць, старэнькі?


– А пішы, нябога!


Жонка, сын мой даражэнькі!


Шлю паклон з астрога.


Сэрца мне баліць, і вас я


З думак не спускаю.


Кожны Божы дзень і час я


Дом успамінаю.


 


Жонка мая дарагая!


Ты не скрыўдзь Івана.


Калі грошай не хватае,


Папрасі ў Сцяпана.


 


Няхай Сцёпка не баіцца —


Аддамо з падзякай.


Хлопцу ж трэба хоць акрыцца,


А не йсці сабакам.


 


Спраў кажух яму і боты,


Выпраў, як і людзі.


Дай з сабою колькі злоты —


Весялейшы будзе.


 


Калі корму досыць маеш,


Падкармі больш свінку,


Мо якую захаваеш


На Вялікдзень шынку.


 


А калі на грош няхватка


Або корму мала,


Закалі і з паўдзесятка


Фунтаў прышлі сала...


 


Сын мой! Снасці рыбаковы


Добра ты прыпратай —


Згодзяцца, а венцер новы —


Маеш час — залатай.


 


Захавай, мой сын, прашу я,


Човен у адрыне,


Няхай вецер не свідруе,


Няхай так не гіне.


 


Ўсё, што можна, захавайце,


Пакуль я вярнуся.


Нераток стары аддайце


Міхалю з Габрусем.


Кнігі ўсе, апроч псалтыра,


Вы аддайце Грышку,


Хай сабе чытае шчыра,


Бо ён любіць кніжку.


 


Дарагі сын! Перад здачай


Да мяне зайдзі ты,


Можа болей і не ўбачу,


Не пачую, дзе ты.


 


Не смуткуйце, не бядуйце —


Дасць Бог спосаб новы.


Што ж ты зробіш? Пагаруйце...


Будзьце ўсе здаровы!"
Піянерская песня,Якуб Колас,1939,https://knihi.com/Jakub_Kolas/Pijanierskaja_piesnia.html,"Мы — дзятва зямлі шчаслівай,


Мы — народ вясёлы,


Гаманлівы


Ды імклівы,


Нам расчынены зычліва


        Сталінскія школы.


А ты толькі ведай-знай:


Болей ведаў набывай!


 


 


Нам дарогі ўсе адкрыты,


        Наш прастор бясконцы,


Апавіты


Ў аксаміты


Ды вясёлкамі умыты,


Разасланы ў сонцы.


А ты толькі ведай-знай:


З краю ў край па іх ступай!


 


Ўсюды нам даюць з ахвотай


У жыццё пуцёўкі:


        Будзь пілотам,


                З самалётам,


Як арол, у небе лётай,


Камандзір будзь лоўкі...


Адно толькі ведай-знай:


Сцеражы савецкі край!


 


Піянерскай клятвы словы


Мы не забываем:


За свет новы


Мы гатовы


І на бой пайсці суровы


                Супраць чорнай зграі.


Піянер, ты будзь гатоў


Падтрымаць сваіх братоў!"
Родныя вобразы,Якуб Колас,1908,https://knihi.com/Jakub_Kolas/Rodnyja_vobrazy.html,"Вобразы мілыя роднага краю,


        Смутак і радасць мая!


Што маё сэрца да вас парывае?


        Чым так прыкованы я


 


К вам, мае ўзгорачкі роднага поля,


        Рэчкі, курганы, лясы,


Поўныя смутку і жальбы нядолі,


        Поўныя сумнай красы?


 


Толькі я лягу і вочы закрыю,


        Бачу я вас прад сабой.


Ціха праходзіце вы, як жывыя,


        Ззяючы мілай красой.


 


Чуецца гоман мне спелае нівы,


        Ціхая жальба палёў,


Лесу высокага шум-гуд шчаслівы,


        Песня магутных дубоў...


 


Вобразы мілыя, вобразы смутныя,


        Родныя вёскі і люд,


Песні цягучыя, песні пакутныя!..


        Бачу і чую вас тут."
Многа слаўненькіх куточкаў...,Якуб Колас,1909,https://knihi.com/Jakub_Kolas/Mnoha_slaunienkich_kutockau.html,"Многа слаўненькіх куточкаў


Ёсць у нашым краі,


Дзе пад гоман ручаёчкаў,


Пад шум дрэў у гаі


 


Рой журботных дум пакінеш;


Дзе няма трывогі,


Дзе душою адпачынеш,


Змучаны з дарогі;


 


Дзе прыемны ветрык млее,


Збажыну калыша,


Дзе пакоем-згодай вее,


Дзе ўсё шчасцем дыша."
Маёй вясне,Якуб Колас,1910,https://knihi.com/Jakub_Kolas/Majoj_viasnie_volu.html,"Каб я волю меў,


Я сказаў бы:  «Стой,


Дні вясны маёй,


Светлай, маладой!


 


Не ўцякайце вы


Ў тую даль вякоў,


Дзе пахована


Многа вас, дзянькоў,


 


І адкуль назад


    Вам няма дарог!»


Я б стрымаў вясну,


Каб я толькі мог.


Ды бягуць дзянькі


І вясна мая,


Не вярну я іх,


Не стрымаю я."
Калі спакой?,Якуб Колас,1942,https://knihi.com/Jakub_Kolas/Kali_spakoj.html,"Ці ж я вясёлым быць магу,


Калі зямля апушчана ў смугу?


 


Ці ж я пазбаўлюся пакут,


Калі пакутуе мой родны люд?


 


Ці ж я спакой сабе знайду,


Калі бяда згрызае грамаду?


 


Спазнаю я тады спакой,


Калі пакончым мы з фашысцкаю ардой."
Памяці герояў,Якуб Колас,1935,https://knihi.com/Jakub_Kolas/Pamiaci_hierojau.html,"Для радасці, шчасця магутнай айчыны,


Дзе яркія зоры заззялі,


Арлы новай эры снавалі пуціны


У светлыя, вольныя далі.


 


 


У зорныя высі былі іх дарогі,


Іх воля цвярдзей ад граніту,


І смерць іх не вырве наш сцяг перамогі,


Хоць сэрца жалобай спавіта.


 


Мы схілім галовы над свежай магілай,


Дзе прах свой злажылі героі,


І пойдзем іх шляхам з нязломнаю сілай


І сілы айчыны патроім.


 


А памяць аб слаўнай кагорце арлінай,


Што выкаваў геній наш, Сталін,


Запішам у сэрцы, як траур краіны,


Каб нашы патомкі іх зналі."
Байцам і камандзірам Чырвонай Арміі,Якуб Колас,1943,https://knihi.com/Jakub_Kolas/Bajcam_i_kamandziram_Cyrvonaj_Armii.html,"Якія словы, песні, хвалы


Злажу я вам, багатыры?


І слоў маіх і песень мала,


Каб вам прыняць іх за дары.


 


Вышэй вы песень самых звонкіх


І самых шчырых слоў-пахвал.


Вы — сонца роднае старонкі,


Зямлі вясёлкавы крыштал.


 


Над светам, змучаным тыранам


І пакалечаным вайной,


Заззялі ранкам вы румяным


І вечна юнаю вясной.


 


І толькі вашы рукі, плечы


Такі цяжар падняць маглі:


Ён вышай сілы чалавечай


І вышай сіл другой зямлі.


 


Пад вашым грамавым ударам,


Як лёд пад сонцам веснавым,


Хіснуўся, падае пачвара,


Фашысцкі звер з клыком сваім.


 


Няхай жа ў вашым сэрцы львіным


Не стыне помсты жар святы.


Наперад к новым верхавінам!


Да новых подзвігаў, браты!"
Былінцы,Якуб Колас,1949,https://knihi.com/Jakub_Kolas/Bylincy_niauzo.html,"Няўжо шлях наш упёрся ў сцену


І тут канец яго – скажы?!


Няўжо Былінкі больш не стрэну,


І не ўзнімуся я ўжо з плену,


Як камень той, што на мяжы?


 


На што, за што мае пакуты?


Хіба за шчырасць – прастату


Даеш ты чару мне атруты?..


Ну, што ж? няхай я буду люты,


        Гані мяне прэч, як слату!


 


Але як далей ні было б там,


Адно, Былінка, памятай –


Адна мая ты краля, злата,


Мая і радасць і турбота –


Я не хачу сказаць – бывай!"
Саюзнікі,Якуб Колас,1943,https://knihi.com/Jakub_Kolas/Sajuzniki.html,"Сышліся дзве хвалі, дзве грозныя сілы,


Зліліся ў крывавым віры.


Адна хваля — людзі, другая — гарылы


З фашысцкай смярдзючай нары.


 


Бляднеюць маланкі прад схваткай смяротнай,


І глухнуць у ёй перуны.


На нашай расійскай зямельцы гаротнай


Рашаюцца лёсы вайны.


 


Цяжар непамерны ўсёй глыбай знішчэння


        На плечы савецкія лёг.


А Чэрчыль і Рузвельт? Яны ў захапленні,


На вуснах іх праўда і Бог.


 


Што ім да народаў, да слёз іх, пакуты


Пад жорсткай нямецкай пятой?


Яны не галодны, адзеты, абуты


І кушы бяруць за «пастой».


 


Вайной не закрануты іхнія землі,


        Няма ў іх і цяжкіх ахвяр.


Куды ж ім спяшацца? Тым часам не дрэмле


        Вайною і кроўю гандляр.


 


Ім часу хапае на маршы-палёты,


Каб слоўную множыць смугу.


А з немцам сустрэцца няма ў іх ахвоты,


Аб фронце другім ні гу-гу."
Янку Купалу,Якуб Колас,1937,https://knihi.com/Jakub_Kolas/Janku_Kupalu_eksprompt.html,"Была непаўторная восень.


Шмат жоўтага лісця


Гнаў вецер між сосен


Ды сцежкі там чысціў.


 


Па лесе, па ярах глыбокіх


Булькалі звонка крыніцы,


А бацька-Дняпро сінявокі


Лазняк абмываў ніцы.


 


Хадзілі па лесе з табой мы,


Прыгадвалі розныя часы.


Браў вецер нас у абоймы


Ды сыпаў з дрэваў украсы.


 


А потым глядзелі на Копысь,


Зноў зюкалі мірна, як старцы,


І выпілі, ну, як і колісь,


Добрай гарэлкі па чарцы.


 


Харошая дача на горцы,


Гасцінны яе гаспадар,


Прымі ж ад мяне, ад падворца,


Няскладны мой верш гэты ў дар."
Песня над калыскай,Якуб Колас,1906,https://knihi.com/Jakub_Kolas/Piesnia_nad_kalyskaj.html,"Аа-аа, мой сынок!


Аа-аа, мілы!


Не крычы, не плач: дарэмна


Ты патраціш сілы;


 


А без сілы, мой сынок,


Жыць на свеце трудна...


Ой ты, вецер, не шумі,


Не спявай так нудна!


 


Спаць Міхаську не даеш...


Спі, мой сын маленькі!


Я цябе пакалышу –


Ай, люлі-люленькі!


 


Што цябе чакае, сын?


Што твая за доля?


Можа й ты пот будзеш ліць


У чужое поле?..


 


Будзеш летам ты хадзіць


На плыты, на згоны,


З Коўна матцы прынясеш


Хоць гарсэт чырвоны...


 


А то, можа, купіць пан


Твае рукі, сілы?


Паднявольным будзеш ты,


Сын мой, да магілы!


 


А мо  ў школку пойдзеш ты,


Будзеш чалавекам, –


Без навукі цяжка жыць


Гэтым трудным векам.


 


Кінеш матку, па чужых


Ты па людзях пойдзеш,


І на шчасце нападзеш,


Долю сваю знойдзеш.


 


Матку ўспомніш ты сваю,


Як цябе люляла,


Як табе ўначы не раз


Песенькі спявала.


 


І гасцінца мне прышлеш,


Не забудзеш маткі.


Вось уцешуся тады,


Аж запляшчу ў ладкі!..


 


Аа-аа, мой сынок!


Люлі, люлі, мілы!


Ой, не плач ты, не крычы,


Набірайся сілы!"
